,ig_handle,igtv_code,title,url,video_length,views,comment_count,likes,caption,upload_date
272,nbcworldofdance,BkdGt3FFvnV,LEAKED: World of Dance: Embodiment Qualifiers Performance,https://www.instagram.com/tv/BkdGt3FFvnV/,0:59,69108,60,3380,Jennifer Lopez’s backup dancer makes his mark!,2018-06-25
273,nbcworldofdance,BkTqFgSl4Kp,World of Dance: Eva Igo Qualifiers Performance,https://www.instagram.com/tv/BkTqFgSl4Kp/,1:09,78828,70,3638,Eva Igo’s explosive return to World of Dance!,2018-06-22
274,nbcthisisus,B0BukAQDMYP,10 Times This Is Us Made Us Laugh,https://www.instagram.com/tv/B0BukAQDMYP/,1:58,206241,242,22.9k,Warning: May induce tears of joy. #ThisIsUs,2019-07-17
275,nbcthisisus,By8Fcelj1i6,Fan Favorite Moments,https://www.instagram.com/tv/By8Fcelj1i6/,3:03,190082,406,29k,"The Pearsons always know just what to say.

Fans voted for their favorite #ThisIsUs moments. Which scene is your favorite?",2019-06-20
276,nbcthisisus,BybDoiFFx6p,Listen to Mandy Moore perform Invisible Ink live!,https://www.instagram.com/tv/BybDoiFFx6p/,3:29,391362,531,36.2k,@mandymooremm’s voice is always music to our ears! ??? #ThisIsUs,2019-06-07
277,nbcthisisus,Bvxrq4ijujq,This Is Us - Aftershow: Season 3 Episode 18,https://www.instagram.com/tv/Bvxrq4ijujq/,6:22,43226,19,635,"SPOILER ALERT! What does the future look like for the Pearson family? Chat through that season finale on the This Is Us Aftershow, presented by @Chevrolet.",2019-04-03
278,nbcthisisus,BvfpxpTjmIo,This Is Us - Aftershow: Season 3 Episode 17,https://www.instagram.com/tv/BvfpxpTjmIo/,6:01,33754,23,483,"Their future is uncertain. Talk out the events of Beth and Randall’s troubled marriage on the This Is Us Aftershow, presented by @Chevrolet.",2019-03-27
279,nbcthisisus,BvNoumKjo2j,This Is Us - Aftershow: Season 3 Episode 16,https://www.instagram.com/tv/BvNoumKjo2j/,5:25,32745,14,407,"They’ve got a long road ahead, but they have each other. Talk more about life with Baby Jack on the This Is Us Aftershow, presented by @Chevrolet.",2019-03-20
280,nbcthisisus,Bu7nFIqjOnY,This Is Us - Aftershow: Season 3 Episode 15,https://www.instagram.com/tv/Bu7nFIqjOnY/,5:24,34163,14,369,"They are just trying to find their place. See an outsider&#x27;s perspective of the Pearson family on the This Is Us Aftershow, presented by @Chevrolet.",2019-03-13
281,nbcthisisus,BuprRV7jI_W,This Is Us - Aftershow: Season 3 Episode 14,https://www.instagram.com/tv/BuprRV7jI_W/,4:07,37954,9,525,"They are on to bigger and better things. Look back as The Big Three graduate on the This Is Us Aftershow, presented by @Chevrolet.",2019-03-06
282,nbcthisisus,BuFoTJCD08i,This Is Us - Aftershow: Season 3 Episode 13,https://www.instagram.com/tv/BuFoTJCD08i/,5:16,35588,27,496,"They needed to clear the air. Beth and her mother deal with their complicated relationship on the This Is Us Aftershow, presented by @Chevrolet.",2019-02-20
283,nbcthisisus,BtznK14DADC,This Is Us - Aftershow: Season 3 Episode 12,https://www.instagram.com/tv/BtznK14DADC/,5:43,51243,27,764,"He already sees you as family. Dive in to Kevin and Nicky’s struggles on the This Is Us Aftershow, presented by @Chevrolet.",2019-02-13
284,nbcthisisus,Bs9igEkAq76,This Is Us - Aftershow: Season 3 Episode 11,https://www.instagram.com/tv/Bs9igEkAq76/,5:31,74534,38,1237,"It&#x27;s Jack&#x27;s past and Nicky&#x27;s regret. Peel back the layers of this episode on the This Is Us Aftershow, presented by @Chevrolet.",2019-01-23
285,nbcthisisus,BsrgiRbghfj,This Is Us – Aftershow: Season 3 Episode 10,https://www.instagram.com/tv/BsrgiRbghfj/,5:08,51636,16,618,"These are all happy tears. Catch up with the cast about the winter premiere on the This Is Us Aftershow, presented by @Chevrolet.",2019-01-16
286,nbcthisisus,BqtWXjDAC7c,This Is Us - Aftershow: Season 3 Episode 9,https://www.instagram.com/tv/BqtWXjDAC7c/,4:51,51994,21,742,"What comes next for them? Discuss the big changes in the Pearson household on the This Is Us Aftershow, presented by @Chevrolet.",2018-11-28
287,nbcthisisus,Bqa8WRbHKIh,This Is Us – Aftershow: Season 3 Episode 8,https://www.instagram.com/tv/Bqa8WRbHKIh/,5:08,18751,11,341,"It&#x27;s about making a change. Chat about Beth&#x27;s new role in Randall&#x27;s campaign on the This Is Us Aftershow, presented by @Chevrolet.",2018-11-21
288,nbcthisisus,BqJEYiZg22V,This Is Us - Aftershow: Season 3 Episode 7,https://www.instagram.com/tv/BqJEYiZg22V/,5:45,38253,14,774,"They have some life-changing decisions to make. Discuss all the moving parts of the Pearson&#x27;s lives in the This Is Us Aftershow, presented by @Chevrolet.",2018-11-14
289,nbcthisisus,BplIxUhg5mn,This Is Us - Aftershow: Season 3 Episode 6,https://www.instagram.com/tv/BplIxUhg5mn/,4:25,37724,4,646,"We&#x27;re always rooting for these two. Dig deeper into Rebecca and Kate&#x27;s relationship in the #ThisIsUs Aftershow, presented by @Chevrolet.",2018-10-31
290,nbcthisisus,BpS0I4Tge0H,This Is Us - Aftershow: Season 3 Episode 5,https://www.instagram.com/tv/BpS0I4Tge0H/,4:17,46039,28,755,"How does his past define his future? Explore Toby&#x27;s life on the This Is Us Aftershow, presented by @Chevrolet.",2018-10-24
291,nbcthisisus,BpBFqNdgoG_,This Is Us - Aftershow: Season 3 Episode 4,https://www.instagram.com/tv/BpBFqNdgoG_/,4:47,60128,53,1429,"Dig into Jack’s mysterious past in the This Is Us Aftershow, presented by @Chevrolet.",2018-10-17
292,nbcthisisus,BowpVmQALRb,This Is Us - Aftershow: Season 3 Episode 3,https://www.instagram.com/tv/BowpVmQALRb/,7:02,47983,25,971,"Through struggle comes strength for Kate and Toby. Discuss lessons learned on the This Is Us Aftershow, presented by @Chevrolet.",2018-10-10
293,nbcthisisus,BofghkunurQ,Mandy Moore And Karamo Brown Discuss This Is Us,https://www.instagram.com/tv/BofghkunurQ/,15:28,53783,80,1085,Can we please make Mandy and Karamo therapy sessions a weekly thing? We needed this!,2018-10-04
294,nbcthisisus,Boc2gS6AEF8,This Is Us - Aftershow: Season 3 Episode 2,https://www.instagram.com/tv/Boc2gS6AEF8/,4:39,41016,19,923,"Timing is everything. Sit down and talk about Kevin and Zoe&#x27;s budding relationship on the This Is Us Aftershow, presented by @Chevrolet.",2018-10-03
295,nbcthisisus,BoLANRqgbrk,This Is Us - Aftershow: Season 3 Episode 1,https://www.instagram.com/tv/BoLANRqgbrk/,5:00,79934,64,1604,"It takes strength to continue on. Dig into the premiere on the This Is Us Aftershow, presented by @Chevrolet.",2018-09-26
296,nbcthisisus,BnUZ7IZlNpu,13 Things You Didn't Know About This Is Us,https://www.instagram.com/tv/BnUZ7IZlNpu/,1:54,146577,158,3194,Just when you thought you knew everything about This Is Us...,2018-09-04
297,nbcthisisus,Blv1rwwFsvo,This Is Us - Back To Set For Season 3,https://www.instagram.com/tv/Blv1rwwFsvo/,1:50,41345,106,1245,Home is where the Pearsons are. Are you ready for Season 3?,2018-07-27
298,nbcthisisus,Bld8KJOhPR3,This Is Us - Share The Moment: Talk About It,https://www.instagram.com/tv/Bld8KJOhPR3/,5:02,42041,66,1215,Kate opens up to Rebecca about her miscarriage.,2018-07-20
299,nbcthisisus,BlL0pjan9V_,This Is Us - Share The Moment: Please Help Me,https://www.instagram.com/tv/BlL0pjan9V_/,1:40,38623,130,1305,A helpless Kevin returns to Charlotte&#x27;s house to get Jack&#x27;s pendant back.,2018-07-13
300,nbcthegoodplace,B0RVJaThAAm,The Good Place SDCC Panel 2019,https://www.instagram.com/tv/B0RVJaThAAm/,14:05,115286,139,22155,"But here's the thing, my little chili babies. These are the highlights from #TheGoodPlace #SDCC panel!",
301,nbcthegoodplace,B0JqZbVnmLl,The Good Place Season 3 Gag Reel,https://www.instagram.com/tv/B0JqZbVnmLl/,8:46,190584,401,37975,No #TheGoodPlace Season 3 Gag Reel. ONLY #THEBADPLACE GAG REEL.,
302,nbcthegoodplace,BzeQJemBQiA,"Jason: Your Sweetest, Dumbest Friend",https://www.instagram.com/tv/BzeQJemBQiA/,0:53,2274,2,265,Remember that one reboot where Jason figured out it was the Bad Place? ? #TheGoodPlace,
303,nbcthegoodplace,BzOIw2ghjkl,All of Eleanor's Realizations,https://www.instagram.com/tv/BzOIw2ghjkl/,1:10,296981,248,43669,"Every time someone says ""This is the Bad Place"", Eleanor from #TheGoodPlace realizes one (1) thing.",
304,nbcthegoodplace,ByiXifzBh1k,#TheGoodPlace is the feel good moments we experienced along the way. ??,https://www.instagram.com/tv/ByiXifzBh1k/,1:27,165835,318,35956,,
305,nbcthegoodplace,BxkkIs8hyVp,Tahani's Humblebrags,https://www.instagram.com/tv/BxkkIs8hyVp/,1:37,77087,6,2607,"Oh, really, Tahani? You know someone famous? It's not at all like you to name-drop.",
306,nbcthegoodplace,Bub3r-GA9gx,Our Favorite Ride-or-Die Couple,https://www.instagram.com/tv/Bub3r-GA9gx/,1:06,458415,107,13515,Janet and Jason: The soul mates that were never meant to be.,
307,nbcthegoodplace,Bt4DYzfAoX-,Eleanor and Chidi: A Love Story,https://www.instagram.com/tv/Bt4DYzfAoX-/,1:38,62592,85,2970,I'm not forkin' crying! You're forkin' crying!,
308,nbcthegoodplace,BsgPevHhbbZ,Janet's Finest Moments - The Good Place (Mashup),https://www.instagram.com/tv/BsgPevHhbbZ/,1:39,113744,93,5029,"Artificially intelligent, naturally hilarious. Check out Janet's (D'Arcy Carden) finest moments.",
309,nbcthegoodplace,BrIkGonhntM,Behind The Scenes Of “Janet(s)”,https://www.instagram.com/tv/BrIkGonhntM/,1:24,81381,66,3172,"Take a behind the scenes look at what went into the making of ""Janet(s)"" with D’Arcy Carden!",
310,nbcthegoodplace,BoSbvYBBB-m,Get To Know The Good Place,https://www.instagram.com/tv/BoSbvYBBB-m/,9:32,20154,5,424,"Marc Evan Jackson, Manny Jacinto, Jen Statsky, and Andrew Law play a little game after the season 3 premiere of The Good Place",
311,nbcthegoodplace,Bln2OX0F2jQ,The Good Panel at SDCC 2018,https://www.instagram.com/tv/Bln2OX0F2jQ/,8:14,10367,12,537,"We spilled the tea, sweethearts. ? Here are a couple clues we left you humans from The Good Panel at San Diego Comic-Con!",
312,nbcsvu,Bw7VnHolurB,10 Times Fin Flipped the Script - Law & Order: SVU,https://www.instagram.com/tv/Bw7VnHolurB/,1:19,4721,3,213,"Whether he&#x27;s busting perps or keeping the squad on its toes, Fin (Ice T) always plays by his own rules.",2019-05-01
313,latenightseth,B062qaBgdEF,Storm Reid Gets 'Euphoria' Pitches From Writer Mike Scollins,https://www.instagram.com/tv/B062qaBgdEF/,1:45,37235,10,1323,"Mike Scollins, a staff writer at Late Night, pitches ideas for Euphoria plot lines to Storm Reid.",2019-08-08
314,latenightseth,BxvF0zWlm99,Trump Threatens Iran on Twitter: A Closer Look,https://www.instagram.com/tv/BxvF0zWlm99/,7:41,102515,107,4334,Seth takes a closer look at the president threatening Iran on Twitter as the people around him push for a conflict.,2019-05-21
315,latenightseth,Bxct03AFe9O,"Trump Fights with China, Rudy Seeks Ukraine’s Help in 2020: A Closer Look",https://www.instagram.com/tv/Bxct03AFe9O/,12:13,74336,40,3686,Seth takes a closer look at the president meeting with the leader of Hungary and feuding with China while his lawyer was trying to get Ukraine to meddle in the 2020 election.,2019-05-14
316,latenightseth,BxQZvPVl3HW,Trump Lost Over $1 Billion in 10 Years: A Closer Look,https://www.instagram.com/tv/BxQZvPVl3HW/,10:07,67368,103,3726,Seth takes a closer look at the Trump administration’s defiance of Congress over the Mueller report.,2019-05-09
317,latenightseth,BxKsa2LlCO1,"Trump Says Mueller Shouldn't Testify, as Cohen Goes to Prison: A Closer Loo",https://www.instagram.com/tv/BxKsa2LlCO1/,9:43,57298,39,3161,"Seth takes a closer look at President Trump getting definitive, ironclad proof that he did not collude with Russia from the president of Russia, as Michael Cohen goes to jail.",2019-05-07
318,latenightseth,BxA0AQLglo0,Barr Refuses to Testify After Lying About Mueller: A Closer Look,https://www.instagram.com/tv/BxA0AQLglo0/,8:13,73273,85,4239,Seth takes a closer look at President Trump and his attorney general going to war with Congress.,2019-05-03
319,latenightseth,Bw9xxg0AfsY,Mueller Complained About Barr’s Letter to Congress: A Closer Look,https://www.instagram.com/tv/Bw9xxg0AfsY/,15:27,48909,35,3331,Seth takes a closer look at Attorney General William Barr testifying in Congress after news broke that special counsel Robert Mueller complained to Barr about his description of the report.,2019-05-02
320,latenightseth,Bw5BsRtF5ZI,"Trump Calls Into Fox, Calls Russia Probe a “Coup”: A Closer Look",https://www.instagram.com/tv/Bw5BsRtF5ZI/,9:44,65378,90,4208,Seth takes a closer look at President Trump’s standoff with Congress as some Democrats call for his impeachment.,2019-04-30
321,latenightseth,Bwuf5rAg5N6,Donald J. Trump And The Big Beautiful Wall,https://www.instagram.com/tv/Bwuf5rAg5N6/,2:31,68069,162,1486,,2019-04-26
322,latenightseth,BwaGGxiAcIK,Democrats Take on Corporate Profits and CEO Pay: A Closer Look,https://www.instagram.com/tv/BwaGGxiAcIK/,13:15,78460,71,4347,Seth takes a closer look at soaring corporate profits and CEO pay despite President Trump’s promise to be a champion of the working class.,2019-04-18
323,latenightseth,BwXZnJJlVmt,"Amber Says What: Beyoncé's Coachella Documentary, Lil Nas X's Old Town Road",https://www.instagram.com/tv/BwXZnJJlVmt/,6:35,101745,110,5848,Late Night writer Amber Ruffin recaps what&#x27;s happening in pop culture news.,2019-04-17
324,latenightseth,BwU7N_KlPOv,"Sarah Sanders Says Congress Is Not ""Smart Enough"" for Trump's Tax Returns",https://www.instagram.com/tv/BwU7N_KlPOv/,10:53,75598,169,6149,Seth takes a closer look at President Trump still resisting calls to release his tax returns while complaining about immigration laws.,2019-04-16
325,latenightseth,BwQQrE_At4f,"Trump Dodges Questions on Mueller, Tax Returns, WikiLeaks: A Closer Look",https://www.instagram.com/tv/BwQQrE_At4f/,14:19,92322,101,4991,Seth takes a closer look at the president resisting calls to release his tax returns and calling the people who investigate him traitors.,2019-04-14
326,latenightseth,BwIK2JfHNaZ,Trump Listens to Stephen Miller and Lou Dobbs on Immigration: A Closer Look,https://www.instagram.com/tv/BwIK2JfHNaZ/,7:30,91850,93,4615,Seth takes a closer look at President Trump telling government officials to ignore the law when it comes to immigration.,2019-04-11
327,latenightseth,BwDOgr0HJOL,Trump Lashes Out over Immigration and His Tax Returns: A Closer Look,https://www.instagram.com/tv/BwDOgr0HJOL/,11:50,91133,92,5261,Seth takes a closer look at President Trump reminding everyone he considers himself above the law.,2019-04-09
328,latenightseth,BpCnbxQHtf1,Donald J. Trump's Guide To Republican Greatness,https://www.instagram.com/tv/BpCnbxQHtf1/,3:04,192522,424,3476,Donald J. Trump reads a book about his 2016 election win and other highlights of his presidency.,2018-10-17
329,latenightseth,BozGIzNHMyj,ASMR Relaxation with Fred Armisen,https://www.instagram.com/tv/BozGIzNHMyj/,4:14,76477,204,1882,Fred Armisen helps you relax through the magic of ASMR.,2018-10-11
330,latenightseth,BofOq5znGYz,"Nathaniel Rateliff & The Night Sweats' Story Behind ""Tearing at the Seams""",https://www.instagram.com/tv/BofOq5znGYz/,2:29,14324,23,189,"Nathaniel Rateliff and Joseph Pope III of Nathaniel Rateliff &amp; The Night Sweats tell the story behind &quot;Tearing at the Seams,&quot; which they performed live on Late Night with Seth Meyers.",2018-10-03
331,latenightseth,Bn32sdhBVBb,A Closer Look: 9/17/2018,https://www.instagram.com/tv/Bn32sdhBVBb/,12:48,8189,4,184,"Manafort Flips on Trump; Kavanaugh Accused of Sexual Assault: A Closer Look

Seth takes a closer look at President Trump&#x27;s ex-campaign chairman flipping on him and the sexual assault allegations leveled against his Supreme Court nominee, Brett Kavanaugh.",2018-09-18
332,latenightseth,BnwklfQhXIc,A Closer Look: 9/13/2018,https://www.instagram.com/tv/BnwklfQhXIc/,10:50,4542,3,154,"Trump Lies About Puerto Rico Death Toll as GOP Braces for Midterms: A Closer Look

Seth takes a closer look at President Trump peddling another insane conspiracy theory about the death toll in Puerto Rico as Republicans brace themselves for the midterms.",2018-09-15
333,latenightseth,BnrYrfaByNz,"Amber Says What: Nike's Colin Kaepernick Ad, Aretha Franklin's Funeral",https://www.instagram.com/tv/BnrYrfaByNz/,7:13,4073,7,119,Late Night writer Amber Ruffin recaps what&#x27;s happening in pop culture news.,2018-09-13
334,latenightseth,BmWeLmhg9SS,"""What's Your Beef?"" with Chef Angie Mar",https://www.instagram.com/tv/BmWeLmhg9SS/,1:25,3161,1,21,"Chef Angie Mar (@angiekmar) tells you what it means if you prefer your steak well done, medium or rare.",2018-08-11
335,latenightseth,BmUAm-lgYrz,Joey Castillo On His Week In The 8G Band,https://www.instagram.com/tv/BmUAm-lgYrz/,1:21,3729,3,29,"Joey Castillo (@theejoeyc) of The Bronx, Queens of the Stone Age, Zakk Sabbath and more reflects on his week sitting in as the guest drummer for the 8G Band.",2018-08-10
336,latenightseth,BmMTwHdj-k6,A Closer Look: 8/7/2018,https://www.instagram.com/tv/BmMTwHdj-k6/,9:57,10095,3,180,"Trump Confesses on Twitter; Rick Gates Testifies Against Manafort

Seth takes a closer look at Trump admitting that his campaign tried to collude with Russia and the major developments in the trial of Trump’s ex-campaign chairman, Paul Manafort.",2018-08-07
337,latenightseth,Bl87cQiHb-M,"Jokes Seth Can't Tell: Possible Shoplifters, Artisan Lemonade",https://www.instagram.com/tv/Bl87cQiHb-M/,5:06,5166,1,127,"There are some jokes that just sound wrong coming from Seth, like the one about the lesbian version of &quot;Queer Eye for the Straight Guy.&quot;",2018-08-01
338,latenightseth,Bl528o-BtG1,A Closer Look: 7/30/18,https://www.instagram.com/tv/Bl528o-BtG1/,9:36,2188,0,51,"Rudy Giuliani Says Collusion Is Not A Crime

Seth takes a closer look at Trump&#x27;s defenders moving on from insisting that the president didn&#x27;t collude with Russia to arguing that even if he did, it&#x27;s not a crime.",2018-07-31
339,latenightseth,BlqkgwzBumW,Late Night Press Briefing: When Was the Last Time You Told the Truth?,https://www.instagram.com/tv/BlqkgwzBumW/,3:57,2955,4,82,"Sarah Huckabee Sanders holds an impromptu press briefing to answer burning questions, like &quot;What did Trump say to talk Stormy Daniels into bed?&quot;",2018-07-25
340,latenightseth,BloR4skn644,A Closer Look: 7/23/18,https://www.instagram.com/tv/BloR4skn644/,10:22,2398,1,44,"Trump&#x27;s Iran Threat; Carter Page and Michael Cohen

Seth takes a closer look at President Trump once again accusing the FBI of &quot;spying&quot; on him while it turns out his own lawyer was, in fact, spying on him.",2018-07-24
341,latenightseth,Bld7W7Bn16m,How Brandi Carlile Met Benicio Bryant,https://www.instagram.com/tv/Bld7W7Bn16m/,2:15,25977,45,311,Brandi Carlile brought middle schooler Benicio Bryant to sing &quot;The Joke&quot; with her on &quot;Late Night.&quot; Here&#x27;s the story of how it came to be.,2018-07-20
342,latenightseth,BldmehGh7Yy,A Closer Look: 7/19/18,https://www.instagram.com/tv/BldmehGh7Yy/,9:51,2169,1,49,"GOP Refuses to Hold Trump Accountable on Russia: A Closer Look

Seth takes a closer look at how Republicans have opposed every attempt to hold President Trump accountable for his comments on Russian election meddling.",2018-07-20
343,latenightseth,Bla8kNigep9,Seth Meyers Monologue: 7/19/2018,https://www.instagram.com/tv/Bla8kNigep9/,3:17,2137,1,32,"Trump Derangement Syndrome, Queen Elizabeth&#x27;s Brooch",2018-07-19
344,latenightseth,BlYWXGEAfMd,"Amber Says What: Beyoncé and Jay-Z’s Joint Album, Papa John",https://www.instagram.com/tv/BlYWXGEAfMd/,4:06,3643,1,67,Late Night writer Amber Ruffin recaps what’s happening in pop culture news.,2018-07-18
345,latenightseth,BklWuc9BAs-,A Message for Alexandria Ocasio-Cortez,https://www.instagram.com/tv/BklWuc9BAs-/,1:45,7012,3,111,"Late Night writer Jenny Hagel has a message for Alexandria Ocasio-Cortez, the 28-year-old Latina woman who beat a 10-term incumbent in New York’s Democratic congressional primary.",2018-06-28
346,latenightseth,BkTa2vUhsBs,A Closer Look: 6/20/18,https://www.instagram.com/tv/BkTa2vUhsBs/,9:55,8008,12,268,"The Trump Team&#x27;s Lies About Immigrants and Family Separation: A Closer Look

Seth takes a closer look at Trump shamelessly lying to defend his administration&#x27;s cruel family separation policy.",2018-06-21
347,latenightseth,BkQk_89hqNz,LNSM Press Briefing: When Are You Going to Start Telling Us the Truth?,https://www.instagram.com/tv/BkQk_89hqNz/,3:51,6214,5,215,"Sarah Huckabee Sanders holds an impromptu press briefing to answer burning questions, like &quot;Was there ever a time that Trump liked Germany?&quot;",2018-06-20
348,nbcsuperstore,B06sA_9FfV9,Cheyenne + Mateo = Chateo ?,https://www.instagram.com/tv/B06sA_9FfV9/,2:39,20806,126,5963,,2019-08-08
349,nbcsuperstore,Bu6wuWiBbtN,Shutting Down 9 Reasons You Haven’t Watched Superstore,https://www.instagram.com/tv/Bu6wuWiBbtN/,3:22,87710,31,1407,No ? More ? Excuses ?,2019-03-12
